review_priority,rule_uid,rule_id,title,dimension,risk_level,trigger_layer,semantic_enabled,semantic_role,current_route,old_routing_route,recommended_route,route_changed,trigger_clarity,legal_interpretation_level,fact_verification_level,risk_severity,operator_fixability,calibration_status,conflict_flags,recommendation_reasons,source_file
medium,RUID-10ea14b945299036,COSM-001-001,禁止非医疗广告涉及疾病治疗功能及使用医疗用语,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,contextual,medium,none,high,guided_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-bbed7e84e3673d78,COSM-001-001,禁止在广告中使用医疗用语或易与药品、医疗器械混淆的用语,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,contextual,medium,none,high,guided_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-d6bf454cb707d59e,COSM-001-001,美妆产品广告中涉及人身安全的警示义务规则,警示语缺失,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国消费者权益保护法（2013修正）_2014.03.15生效_20260615下载_规则拆解_v1.json
medium,RUID-229e394a1d9023ee,COSM-001-001,化妆品标签禁止明示或暗示医疗作用,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品监督管理条例_2021.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-fa12537003091a36,COSM-001-001,化妆品名称不得宣称医疗效果或产品不具备的功效,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_国家药监局关于发布实施《化妆品标签管理办法》的公告_2022.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-414ebe8173a1d30d,COSM-001-001,禁止使用医美项目术语描述化妆品功效,涉医疗宣传,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-568597775a2a3e9d,COSM-001-001,禁止宣传化妆品可食用,虚假宣传,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-174ddf9195b642c4,COSM-001-001,商品信息中不得含有医疗术语或暗示医疗作用用语,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,contextual,medium,none,high,guided_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_淘宝网化妆品行业管理规范_规则拆解_v1.json
medium,RUID-52e0512c5cf38610,COSM-001-002,化妆品标签禁止虚假或引人误解的内容,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品监督管理条例_2021.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-9a22a73c310fc68c,COSM-001-002,化妆品通用名应与产品配方成分相符且功效宣称相符,功效宣称,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_国家药监局关于发布实施《化妆品标签管理办法》的公告_2022.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-78f75616dfcedf3a,COSM-001-002,普通美容仪禁止宣传射频原理及射频相关功效,虚假宣传,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-766ee742d5a55d97,COSM-001-002,非特殊化妆品不得宣称特妆功效,功效超备案,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,light,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_淘宝网化妆品行业管理规范_规则拆解_v1.json
medium,RUID-232bd1ed0d599941,COSM-002,普通化妆品不得宣称特殊化妆品相关功效,功效超备案,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品生产经营监督管理办法_2022.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-0d04e2d8e22cb3f2,COSM-ACC-001,广告内容应当准确、清楚、明白,虚假宣传,中,content,True,fallback,legal_review_required,operator_direct,legal_review_required,False,open,high,light,medium,not_self_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-e879462bd9dec990,COSM-AD-001,社会团体/中介机构对产品质量承诺保证的连带责任,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国产品质量法（2018修正）_2018.12.29生效_20260615下载_规则拆解_v1.json
medium,RUID-1e8721fb26411949,COSM-AD-001,禁止发布声称全部或部分替代母乳的婴儿乳制品、饮料和其他食品广告,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-04b646b65fc033ee,COSM-AD-001,农药、兽药、饲料和饲料添加剂广告不得含有功效安全性断言或保证,虚假宣传,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,low,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-129d3b9e44476325,COSM-AD-001,禁止在大众传播媒介或公共场所发布烟草广告,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-d14f6a0aca24cf85,COSM-AD-001,招商广告不得对未来效果、收益等作出保证性承诺,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-d71213830d7a7b52,COSM-AD-001,针对未成年人的大众传播媒介上不得发布化妆品广告,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-fba2b7c4e349d1ee,COSM-AD-001,已备案普通化妆品不得随意改变功效宣称,功效宣称,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品注册备案管理办法_2021.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-90e46990938a6dbe,COSM-AD-001,化妆品功效宣称必须有充分科学依据,功效宣称,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品监督管理条例_2021.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-d1ccda6da5202c80,COSM-AD-001,化妆品广告内容应当真实、合法,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品监督管理条例_2021.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-a0a791db18ce94c1,COSM-AD-001,化妆品功效宣称应当有充分科学依据,功效宣称,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_国家药监局关于发布《化妆品功效宣称评价规范》的公告_规则拆解_v1.json
medium,RUID-b327371d6be6c530,COSM-AD-001,祛斑美白、防晒、防脱发、祛痘、滋养和修护功效宣称需通过人体功效评价试验,功效宣称,高,content,False,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,clear,low,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_国家药监局关于发布《化妆品功效宣称评价规范》的公告_规则拆解_v1.json
medium,RUID-1031d0432864cd9a,COSM-AD-001,化妆品功效宣称评价报告完整性要求,功效宣称,高,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_国家药监局关于发布《化妆品功效宣称评价规范》的公告_规则拆解_v1.json
